0.35054	0.062947792
0.35895	0.064319737
0.36629	0.066875586
0.37322	0.067968152
0.37949	0.068184447
0.3879	0.073343096
0.39518	0.076136855
0.40252	0.075705899
0.40955	0.077550874
0.41731	0.077800798
0.42436	0.079579388
0.43184	0.081640953
0.43919	0.08397417
0.44652	0.083277655
0.45372	0.084382925
0.46163	0.086467959
0.46841	0.087155923
0.47622	0.089417438
0.48629	0.086915488
0.48967	0.087966881
0.49777	0.086522192
0.50628	0.087777741
0.51222	0.087480985
0.51963	0.089162439
0.52766	0.088649753
0.53416	0.088376666
0.54156	0.08923706
0.54954	0.087672294
0.55614	0.088754699
0.56353	0.088720817
0.57131	0.089907184
0.5781	0.088633559
0.58548	0.088115483
0.59312	0.088708178
0.59938	0.088263928
0.60757	0.087131865
0.61505	0.088891048
0.62207	0.087346214
0.6294	0.08863693
0.63704	0.087972576
0.64408	0.087842146
0.65142	0.087685181
0.6591	0.08722816
0.66609	0.087369536
0.67342	0.086502323
0.68102	0.086043865
0.68803	0.0865325
0.69535	0.086074436
0.70288	0.08667535
0.71	0.086695228
0.71733	0.086840528
0.72484	0.086689081
0.73198	0.086617542
0.7393	0.086971898
0.74676	0.087155118
0.75396	0.087434856
0.76128	0.087645545
0.76874	0.087371123
0.77595	0.087937153
0.78328	0.087859486
0.79072	0.087524805
0.79793	0.088203003
0.80522	0.088557938
0.81262	0.08891667
0.81989	0.08852483
0.82721	0.088927371
0.83463	0.090311928
0.8419	0.089331044
0.84922	0.090269667
0.85663	0.091238516
0.86391	0.090160621
0.87122	0.091586432
0.87863	0.091900215
0.88589	0.092582047
0.89386	0.091839252
0.90075	0.098281099
0.91692	0.096919488
0.93308	0.096325938
0.9498	0.096245694
0.96568	0.098182907
0.98226	0.097593876
0.99882	0.097858889
1.01479	0.096695925
1.03132	0.095405374
1.04755	0.095012314
1.06541	0.096224736
1.08183	0.09792805
1.09806	0.098852685
1.11396	0.098430508
1.13024	0.099583929
1.14695	0.099825127
1.1637	0.100778126
1.17996	0.099976046
1.19622	0.09985523
1.21246	0.101207124
1.22859	0.101916405
1.24492	0.101206571
1.26166	0.101594574
1.27813	0.101868662
1.29482	0.102935088
1.31091	0.103863882
1.32695	0.105758615
1.34324	0.107532988
1.35952	0.107456658
1.37695	0.107232123
1.39326	0.107537742
1.4094	0.107809364
1.42557	0.11056075
1.44184	0.110006398
1.45841	0.105712717
1.47514	0.101234072
1.49169	0.096794786
1.50794	0.09695549
1.52421	0.097557703
1.54035	0.098797629
1.55674	0.098621985
1.57361	0.102410735
1.59018	0.107942439
1.60228	0.108412931
1.62523	0.112163697
1.6416	0.153333783
1.65567	0.103920307
1.67238	0.11045171
1.68901	0.111416818
1.70536	0.114518048
1.72175	0.116280348
1.73802	0.11898735
1.75436	0.116937286
1.77105	0.116888518
1.78771	0.118538359
1.80401	0.119566055
1.82004	0.120456602
1.83616	0.120253488
1.85288	0.120179678
1.86933	0.122181847
1.88679	0.120186744
1.90261	0.114139524
1.91916	0.107946814
1.93545	0.101961628
1.95191	0.099102263
1.96871	0.099981092
1.98531	0.100037237
2.00167	0.100337158
2.01781	0.098441809
2.03424	0.098460944
2.05091	0.097282173
2.06757	0.10002016
2.084	0.10398392
2.10034	0.108243098
2.11667	0.112500577
2.13337	0.114266556
2.15018	0.116908907
2.16652	0.120403922
2.18288	0.123027001
2.1992	0.126948066
2.21591	0.128576555
2.23282	0.129834807
2.24952	0.127602105
2.26622	0.125962712
2.28238	0.122846894
2.29921	0.122969355
2.31612	0.119997139
2.33325	0.119028
2.35043	0.117281498
2.36765	0.116035693
2.38472	0.115172512
2.40156	0.112680924
2.4182	0.110833151
2.43471	0.110984356
2.45097	0.111030983
2.46723	0.11014417
2.4836	0.109585042
2.50002	0.109389077
2.51659	0.107089215
2.53292	0.108055831
2.54916	0.107572995
2.56437	0.108015447
2.58176	0.107948989
2.59807	0.107765511
2.61508	0.104028008
2.63	0.103544188
2.6465	0.100831611
2.66146	0.095970827
2.68085	0.089786899
2.6962	0.081636745
2.71205	0.07307088
2.7327	0.062003379
2.7477	0.050905431
2.76305	0.041032513
2.78118	0.032309066
2.79889	0.024170286
2.81606	0.018606432
2.83247	0.016147648
2.84954	0.01387878
2.86609	0.013108118
2.88242	0.012570853
2.89878	0.012386489
2.9154	0.011622913
2.93143	0.011767566
2.94726	0.010635983
2.96327	0.008958703
2.9772	0.008791844
3.00072	0.010893977
3.01382	0.010867782
3.0297	0.011435347
3.04806	0.011702926
3.06446	0.012685509
3.08036	0.013416573
3.09689	0.014457872
3.11213	0.014242399
3.12962	0.014506912
3.14667	0.014601416
3.16304	0.015435516
3.17974	0.015488812
3.19708	0.016472054
3.21364	0.016911792
3.2315	0.017819855
3.24806	0.017979653
3.26561	0.018854856
3.28298	0.019703536
3.29946	0.020458032
3.31619	0.021171307
3.33338	0.023210579
3.34981	0.024652821
3.36564	0.02530927
3.38183	0.026100369
3.39872	0.027504639
3.41546	0.02836461
3.43178	0.030736748
3.44874	0.032233867
3.46475	0.034218323
3.48137	0.035536183
3.49795	0.037518481
3.51284	0.039025808
3.53015	0.041454388
3.54664	0.042927265
3.56274	0.044754892
3.58034	0.046501298
3.5961	0.049332124
3.61387	0.050788785
3.63085	0.052095763
3.64853	0.05236707
3.66522	0.053734467
3.68283	0.053971703
3.69953	0.055849824
3.71743	0.056165865
3.73439	0.056582594
3.75103	0.056335225
3.76763	0.056501264
3.78444	0.055515792
3.80083	0.055094081
3.81742	0.054446291
3.83472	0.056838088
3.85141	0.052515005
3.86184	0.059656069
3.88167	0.059616955
3.89859	0.058043138
3.91478	0.054718557
3.93069	0.054084414
3.94762	0.053710002
3.96375	0.053533381
3.98015	0.052628879
3.99672	0.053241262
4.0128	0.052764306
4.02944	0.052535303
4.0473	0.050902141
4.06295	0.051457441
4.08086	0.050653816
4.09743	0.050579274
4.1145	0.050320004
4.13183	0.049941838
4.14883	0.049522939
4.16644	0.04908449
4.1832	0.047571992
4.2001	0.046550382
4.217	0.039507426
4.2337	0.028550208
4.2505	0.022223885
4.2673	0.028984674
4.284	0.041306973
4.3006	0.048932376
4.3171	0.050941628
4.3336	0.051871166
4.3502	0.049857902
4.3665	0.05085075
4.3829	0.04979235
4.39793	0.05070505
4.41537	0.050028481
4.43172	0.051457387
4.44772	0.051344625
4.46573	0.050938934
4.4824	0.051261453
4.49951	0.051999452
4.51591	0.050849466
4.53379	0.051587951
4.55187	0.050993424
4.56797	0.052312235
4.58556	0.050814096
4.6029	0.051980625
4.6201	0.0520877
4.63615	0.052667574
4.65416	0.052229361
4.67034	0.053109108
4.68721	0.053214905
4.7029	0.054666248
4.71956	0.053932049
4.73706	0.053757265
4.75351	0.05402851
4.77031	0.053805399
4.78673	0.054045034
4.80349	0.055228137
4.81952	0.055254972
4.83577	0.055127691
4.85292	0.056065948
4.8694	0.056945415
4.88553	0.056341066
4.90265	0.057137941
4.91983	0.057134907
4.93685	0.057299331
4.95389	0.056943814
4.97178	0.057276175
4.98896	0.056195344
5.00576	0.055690375
5.0224	0.055421407
5.04078	0.055772619
5.05734	0.053875529
5.07402	0.05455037
5.09106	0.054102924
